iShares Russell 2000 ETF
Fund Holdings as of,"Jan 02, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"299,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"FISI","FINANCIAL INSTITUTIONS INC","Financials","Equity","15,017,322.12","0.02","15,017,322.12","486,943.00","30.84","United States","NASDAQ","USD","1.00","USD","-"
"MPB","MID PENN BANCORP INC","Financials","Equity","15,019,654.58","0.02","15,019,654.58","486,703.00","30.86","United States","NASDAQ","USD","1.00","USD","-"
"AHL","ASPEN INSURANCE HOLDINGS LTD CLASS","Financials","Equity","15,010,904.48","0.02","15,010,904.48","403,736.00","37.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IIIN","INSTEEL INDUSTRIES INC","Industrials","Equity","15,002,038.03","0.02","15,002,038.03","462,883.00","32.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HNRG","HALLADOR ENERGY","Utilities","Equity","14,991,532.16","0.02","14,991,532.16","774,356.00","19.36","United States","NASDAQ","USD","1.00","USD","-"
"MNRO","MONRO INC","Consumer Discretionary","Equity","14,994,339.80","0.02","14,994,339.80","761,134.00","19.70","United States","NASDAQ","USD","1.00","USD","-"
"BLND","BLEND LABS INC CLASS A","Information Technology","Equity","14,979,523.14","0.02","14,979,523.14","4,960,107.00","3.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDYN","GRID DYNAMICS HOLDINGS INC CLASS A","Information Technology","Equity","14,928,465.99","0.02","14,928,465.99","1,690,653.00","8.83","United States","NASDAQ","USD","1.00","USD","-"
"AVBP","ARRIVENT BIOPHARMA INC","Health Care","Equity","14,921,566.40","0.02","14,921,566.40","717,383.00","20.80","United States","NASDAQ","USD","1.00","USD","-"
"HPP","HUDSON PACIFIC PROPERTIES REIT INC","Real Estate","Equity","14,921,875.56","0.02","14,921,875.56","1,327,569.00","11.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IIIV","I3 VERTICALS INC CLASS A","Information Technology","Equity","14,923,027.75","0.02","14,923,027.75","591,011.00","25.25","United States","NASDAQ","USD","1.00","USD","-"
"SBGI","SINCLAIR INC CLASS A","Communication","Equity","14,903,606.64","0.02","14,903,606.64","979,212.00","15.22","United States","NASDAQ","USD","1.00","USD","-"
"SEPN","SEPTERNA INC","Health Care","Equity","14,902,875.48","0.02","14,902,875.48","532,626.00","27.98","United States","NASDAQ","USD","1.00","USD","-"
"CBRL","CRACKER BARREL OLD COUNTRY STORE I","Consumer Discretionary","Equity","14,891,144.25","0.02","14,891,144.25","554,605.00","26.85","United States","NASDAQ","USD","1.00","USD","-"
"TDUP","THREDUP INC CLASS A","Consumer Discretionary","Equity","14,864,768.37","0.02","14,864,768.37","2,448,891.00","6.07","United States","NASDAQ","USD","1.00","USD","-"
"BKV","BKV CORP","Energy","Equity","14,855,467.20","0.02","14,855,467.20","541,380.00","27.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRIM","NORTHRIM BANCORP INC","Financials","Equity","14,841,976.48","0.02","14,841,976.48","552,568.00","26.86","United States","NASDAQ","USD","1.00","USD","-"
"FSBC","FIVE STAR BANCORP","Financials","Equity","14,821,380.55","0.02","14,821,380.55","415,747.00","35.65","United States","NASDAQ","USD","1.00","USD","-"
"LXEO","LEXEO THERAPEUTICS INC","Health Care","Equity","14,772,405.51","0.02","14,772,405.51","1,537,191.00","9.61","United States","NASDAQ","USD","1.00","USD","-"
"EGBN","EAGLE BANCORP INC","Financials","Equity","14,777,896.20","0.02","14,777,896.20","708,772.00","20.85","United States","NASDAQ","USD","1.00","USD","-"
"RBCAA","REPUBLIC BANCORP INC CLASS A","Financials","Equity","14,767,759.41","0.02","14,767,759.41","217,141.00","68.01","United States","NASDAQ","USD","1.00","USD","-"
"SMBC","SOUTHERN MISSOURI BANCORP INC","Financials","Equity","14,725,333.66","0.02","14,725,333.66","251,307.00","58.59","United States","NASDAQ","USD","1.00","USD","-"
"NWPX","NWPX INFRASTRUCTURE INC","Industrials","Equity","14,709,185.04","0.02","14,709,185.04","233,368.00","63.03","United States","NASDAQ","USD","1.00","USD","-"
"RDVT","RED VIOLET INC","Information Technology","Equity","14,657,247.99","0.02","14,657,247.99","285,327.00","51.37","United States","NASDAQ","USD","1.00","USD","-"
"NAVN","NAVAN INC CLASS A","Consumer Discretionary","Equity","14,652,040.00","0.02","14,652,040.00","901,664.00","16.25","United States","NASDAQ","USD","1.00","USD","-"
"IBRX","IMMUNITYBIO INC","Health Care","Equity","14,632,556.80","0.02","14,632,556.80","7,243,840.00","2.02","United States","NASDAQ","USD","1.00","USD","-"
"AMBP","ARDAGH METAL PACKAGING SA","Materials","Equity","14,622,329.95","0.02","14,622,329.95","3,523,453.00","4.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARHS","ARHAUS INC CLASS A","Consumer Discretionary","Equity","14,529,769.44","0.02","14,529,769.44","1,279,029.00","11.36","United States","NASDAQ","USD","1.00","USD","-"
"GNK","GENCO SHIPPING AND TRADING LTD","Industrials","Equity","14,525,335.52","0.02","14,525,335.52","787,708.00","18.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KALV","KALVISTA PHARMACEUTICALS INC","Health Care","Equity","14,525,566.68","0.02","14,525,566.68","939,558.00","15.46","United States","NASDAQ","USD","1.00","USD","-"
"CTKB","CYTEK BIOSCIENCES INC","Health Care","Equity","14,515,362.84","0.02","14,515,362.84","2,950,277.00","4.92","United States","NASDAQ","USD","1.00","USD","-"
"IDR","IDAHO STRATEGIC RESOURCES INC","Materials","Equity","14,512,432.59","0.02","14,512,432.59","352,843.00","41.13","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CWH","CAMPING WORLD HOLDINGS INC CLASS A","Consumer Discretionary","Equity","14,444,246.44","0.02","14,444,246.44","1,487,564.00","9.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TREE","LENDINGTREE INC","Financials","Equity","14,425,047.00","0.02","14,425,047.00","280,098.00","51.50","United States","NASDAQ","USD","1.00","USD","-"
"ACEL","ACCEL ENTERTAINMENT INC CLASS A","Consumer Discretionary","Equity","14,403,754.77","0.02","14,403,754.77","1,266,821.00","11.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GCMG","GCM GROSVENOR INC CLASS A","Financials","Equity","14,386,210.80","0.02","14,386,210.80","1,273,116.00","11.30","United States","NASDAQ","USD","1.00","USD","-"
"CSV","CARRIAGE SERVICES INC","Consumer Discretionary","Equity","14,345,263.50","0.02","14,345,263.50","345,669.00","41.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFIX","STITCH FIX INC CLASS A","Consumer Discretionary","Equity","14,332,728.32","0.02","14,332,728.32","2,799,361.00","5.12","United States","NASDAQ","USD","1.00","USD","-"
"JANX","JANUX THERAPEUTICS INC","Health Care","Equity","14,320,064.85","0.02","14,320,064.85","1,049,089.00","13.65","United States","NASDAQ","USD","1.00","USD","-"
"AMN","AMN HEALTHCARE INC","Health Care","Equity","14,239,426.32","0.02","14,239,426.32","941,761.00","15.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OFIX","ORTHOFIX MEDICAL INC","Health Care","Equity","14,210,264.60","0.02","14,210,264.60","957,565.00","14.84","United States","NASDAQ","USD","1.00","USD","-"
"CBLL","CERIBELL INC","Health Care","Equity","14,090,482.50","0.02","14,090,482.50","661,525.00","21.30","United States","NASDAQ","USD","1.00","USD","-"
"SHEN","SHENANDOAH TELECOMMUNICATIONS","Communication","Equity","14,090,178.96","0.02","14,090,178.96","1,245,816.00","11.31","United States","NASDAQ","USD","1.00","USD","-"
"BZH","BEAZER HOMES INC","Consumer Discretionary","Equity","14,076,605.25","0.02","14,076,605.25","695,141.00","20.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KFRC","KFORCE INC","Industrials","Equity","14,045,489.64","0.02","14,045,489.64","448,308.00","31.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTO","CTO REALTY GROWTH INC","Real Estate","Equity","13,990,517.10","0.02","13,990,517.10","762,426.00","18.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTS","VITESSE ENERGY INC","Energy","Equity","13,962,245.88","0.02","13,962,245.88","701,268.00","19.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVAH","AVEANNA HEALTHCARE HOLDINGS INC","Health Care","Equity","13,920,838.08","0.02","13,920,838.08","1,722,876.00","8.08","United States","NASDAQ","USD","1.00","USD","-"
"SHBI","SHORE BANCSHARES INC","Financials","Equity","13,900,683.71","0.02","13,900,683.71","798,431.00","17.41","United States","NASDAQ","USD","1.00","USD","-"
"PX","P10 INC CLASS A","Financials","Equity","13,897,754.37","0.02","13,897,754.37","1,405,233.00","9.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MVST","MICROVAST HOLDINGS INC","Industrials","Equity","13,867,369.74","0.02","13,867,369.74","4,917,507.00","2.82","United States","NASDAQ","USD","1.00","USD","-"
"MCW","MISTER CAR WASH INC","Consumer Discretionary","Equity","13,860,790.88","0.02","13,860,790.88","2,492,948.00","5.56","United States","NASDAQ","USD","1.00","USD","-"
"GOSS","GOSSAMER BIO INC","Health Care","Equity","13,830,171.84","0.02","13,830,171.84","4,802,143.00","2.88","United States","NASDAQ","USD","1.00","USD","-"
"AHH","ARMADA HOFFLER PROPERTIES REIT INC","Real Estate","Equity","13,832,640.56","0.02","13,832,640.56","2,083,229.00","6.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRDS","NERDWALLET INC CLASS A","Financials","Equity","13,820,566.68","0.02","13,820,566.68","1,068,876.00","12.93","United States","NASDAQ","USD","1.00","USD","-"
"LIND","LINDBLAD EXPEDITIONS HOLDINGS INC","Consumer Discretionary","Equity","13,816,697.40","0.02","13,816,697.40","956,835.00","14.44","United States","NASDAQ","USD","1.00","USD","-"
"GSM","FERROGLOBE PLC","Materials","Equity","13,806,160.02","0.02","13,806,160.02","3,007,878.00","4.59","United States","NASDAQ","USD","1.00","USD","-"
"CPS","COOPER STANDARD HOLDINGS INC","Consumer Discretionary","Equity","13,806,199.47","0.02","13,806,199.47","423,633.00","32.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","13,788,935.70","0.02","13,788,935.70","2,245,755.00","6.14","United States","NASDAQ","USD","1.00","USD","-"
"PKST","PEAKSTONE REALTY TRUST CLASS E","Real Estate","Equity","13,755,704.76","0.02","13,755,704.76","949,324.00","14.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NPK","NATIONAL PRESTO INDUSTRIES INC","Industrials","Equity","13,705,095.00","0.02","13,705,095.00","128,085.00","107.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPT","SPROUT SOCIAL INC CLASS A","Information Technology","Equity","13,590,595.35","0.02","13,590,595.35","1,313,101.00","10.35","United States","NASDAQ","USD","1.00","USD","-"
"SMBK","SMARTFINANCIAL INC","Financials","Equity","13,548,514.48","0.02","13,548,514.48","370,583.00","36.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","13,475,829.62","0.02","13,475,829.62","2,112,199.00","6.38","United States","NASDAQ","USD","1.00","USD","-"
"JBSS","JOHN B SANFILIPPO AND SON INC","Consumer Staples","Equity","13,476,075.50","0.02","13,476,075.50","193,150.00","69.77","United States","NASDAQ","USD","1.00","USD","-"
"KROS","KEROS THERAPEUTICS INC","Health Care","Equity","13,482,621.72","0.02","13,482,621.72","727,218.00","18.54","United States","NASDAQ","USD","1.00","USD","-"
"CGEM","CULLINAN THERAPEUTICS INC","Health Care","Equity","13,459,761.92","0.02","13,459,761.92","1,330,016.00","10.12","United States","NASDAQ","USD","1.00","USD","-"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Real Estate","Equity","13,459,813.14","0.02","13,459,813.14","2,763,822.00","4.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SD","SANDRIDGE ENERGY INC","Energy","Equity","13,447,996.84","0.02","13,447,996.84","909,878.00","14.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STGW","STAGWELL INC CLASS A","Communication","Equity","13,428,044.30","0.02","13,428,044.30","2,838,910.00","4.73","United States","NASDAQ","USD","1.00","USD","-"
"SLS","SELLAS LIFE SCIENCES GROUP INC","Health Care","Equity","13,412,494.20","0.02","13,412,494.20","3,083,332.00","4.35","United States","NASDAQ","USD","1.00","USD","-"
"MCBS","METROCITY BANKSHARES INC","Financials","Equity","13,415,931.38","0.02","13,415,931.38","510,694.00","26.27","United States","NASDAQ","USD","1.00","USD","-"
"CABO","CABLE ONE INC","Communication","Equity","13,380,289.44","0.02","13,380,289.44","128,459.00","104.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASS","CASS INFORMATION SYSTEMS INC","Financials","Equity","13,382,162.48","0.02","13,382,162.48","329,813.00","40.58","United States","NASDAQ","USD","1.00","USD","-"
"HIPO","HIPPO HOLDINGS INC","Financials","Equity","13,354,201.26","0.02","13,354,201.26","445,437.00","29.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FWRD","FORWARD AIR CORP","Industrials","Equity","13,330,459.80","0.02","13,330,459.80","530,460.00","25.13","United States","NASDAQ","USD","1.00","USD","-"
"HSTM","HEALTHSTREAM INC","Health Care","Equity","13,309,861.38","0.02","13,309,861.38","584,022.00","22.79","United States","NASDAQ","USD","1.00","USD","-"
"AROW","ARROW FINANCIAL CORP","Financials","Equity","13,293,423.00","0.02","13,293,423.00","424,710.00","31.30","United States","NASDAQ","USD","1.00","USD","-"
"PLPC","PREFORMED LINE PRODUCTS","Industrials","Equity","13,284,620.12","0.02","13,284,620.12","62,684.00","211.93","United States","NASDAQ","USD","1.00","USD","-"
"ORIC","ORIC PHARMACEUTICALS INC","Health Care","Equity","13,261,878.97","0.02","13,261,878.97","1,623,241.00","8.17","United States","NASDAQ","USD","1.00","USD","-"
"UDMY","UDEMY INC","Consumer Discretionary","Equity","13,252,116.15","0.02","13,252,116.15","2,379,195.00","5.57","United States","NASDAQ","USD","1.00","USD","-"
"NVGS","NAVIGATOR HOLDINGS LTD","Energy","Equity","13,229,201.50","0.02","13,229,201.50","762,490.00","17.35","United Kingdom","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GSBC","GREAT SOUTHERN BANCORP INC","Financials","Equity","13,230,084.90","0.02","13,230,084.90","215,790.00","61.31","United States","NASDAQ","USD","1.00","USD","-"
"CWCO","CONSOLIDATED WATER LTD","Utilities","Equity","13,231,429.38","0.02","13,231,429.38","379,886.00","34.83","United States","NASDAQ","USD","1.00","USD","-"
"ATXS","ASTRIA THERAPEUTICS INC","Health Care","Equity","13,216,877.51","0.02","13,216,877.51","1,025,359.00","12.89","United States","NASDAQ","USD","1.00","USD","-"
"HTFL","HEARTFLOW INC","Health Care","Equity","13,218,170.87","0.02","13,218,170.87","456,271.00","28.97","United States","NASDAQ","USD","1.00","USD","-"
"WASH","WASHINGTON TRUST BANCORP INC","Financials","Equity","13,211,575.16","0.02","13,211,575.16","458,099.00","28.84","United States","NASDAQ","USD","1.00","USD","-"
"NABL","N ABLE INC","Information Technology","Equity","13,190,676.60","0.02","13,190,676.60","1,806,942.00","7.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RR","RICHTECH ROBOTICS INC CLASS B","Industrials","Equity","13,174,281.24","0.02","13,174,281.24","3,785,713.00","3.48","United States","NASDAQ","USD","1.00","USD","-"
"VIR","VIR BIOTECHNOLOGY INC","Health Care","Equity","13,175,104.14","0.02","13,175,104.14","2,218,031.00","5.94","United States","NASDAQ","USD","1.00","USD","-"
"FLGT","FULGENT GENETICS INC","Health Care","Equity","13,146,606.60","0.02","13,146,606.60","513,740.00","25.59","United States","NASDAQ","USD","1.00","USD","-"
"MBUU","MALIBU BOATS CLASS A INC","Consumer Discretionary","Equity","13,118,314.42","0.02","13,118,314.42","458,522.00","28.61","United States","NASDAQ","USD","1.00","USD","-"
"PSIX","POWER SOLUTIONS INTERNATIONAL INC","Industrials","Equity","13,070,018.01","0.02","13,070,018.01","212,417.00","61.53","United States","NASDAQ","USD","1.00","USD","-"
"GDEN","GOLDEN ENTERTAINMENT INC","Consumer Discretionary","Equity","13,055,487.90","0.02","13,055,487.90","478,223.00","27.30","United States","NASDAQ","USD","1.00","USD","-"
"OPK","OPKO HEALTH INC","Health Care","Equity","13,045,229.18","0.02","13,045,229.18","10,271,834.00","1.27","United States","NASDAQ","USD","1.00","USD","-"
"FIP","FTAI INFRASTRUCTURE INC","Industrials","Equity","13,003,418.80","0.02","13,003,418.80","2,664,635.00","4.88","United States","NASDAQ","USD","1.00","USD","-"
"ETD","ETHAN ALLEN INTERIORS INC","Consumer Discretionary","Equity","12,983,519.88","0.02","12,983,519.88","567,958.00","22.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APPS","DIGITAL TURBINE INC","Information Technology","Equity","12,963,316.98","0.02","12,963,316.98","2,711,991.00","4.78","United States","NASDAQ","USD","1.00","USD","-"
"BCAX","BICARA THERAPEUTICS INC","Health Care","Equity","12,965,539.86","0.02","12,965,539.86","791,547.00","16.38","United States","NASDAQ","USD","1.00","USD","-"
"TRNS","TRANSCAT INC","Industrials","Equity","12,950,569.72","0.02","12,950,569.72","226,567.00","57.16","United States","NASDAQ","USD","1.00","USD","-"
"CEVA","CEVA INC","Information Technology","Equity","12,853,610.20","0.02","12,853,610.20","573,310.00","22.42","United States","NASDAQ","USD","1.00","USD","-"
"AOSL","ALPHA AND OMEGA SEMICONDUCTOR LTD","Information Technology","Equity","12,849,156.44","0.02","12,849,156.44","621,934.00","20.66","United States","NASDAQ","USD","1.00","USD","-"
"ALRS","ALERUS FINANCIAL CORP","Financials","Equity","12,842,275.55","0.02","12,842,275.55","572,039.00","22.45","United States","NASDAQ","USD","1.00","USD","-"
"ASPI","ASP ISOTOPES INC","Materials","Equity","12,804,742.51","0.02","12,804,742.51","2,274,377.00","5.63","United States","NASDAQ","USD","1.00","USD","-"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","Real Estate","Equity","12,796,404.40","0.02","12,796,404.40","325,940.00","39.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCBC","FIRST COMMUNITY BANKSHARES INC","Financials","Equity","12,780,995.15","0.02","12,780,995.15","398,783.00","32.05","United States","NASDAQ","USD","1.00","USD","-"
"TROX","TRONOX HOLDINGS PLC","Materials","Equity","12,742,841.44","0.02","12,742,841.44","2,984,272.00","4.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","12,723,820.80","0.02","12,723,820.80","6,915,120.00","1.84","United States","NASDAQ","USD","1.00","USD","-"
"NUTX","NUTEX HEALTH INC","Health Care","Equity","12,727,298.15","0.02","12,727,298.15","85,885.00","148.19","United States","NASDAQ","USD","1.00","USD","-"
"DIN","DINE BRANDS GLOBAL INC","Consumer Discretionary","Equity","12,703,361.22","0.02","12,703,361.22","382,401.00","33.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHB","BAR HARBOR BANKSHARES","Financials","Equity","12,675,351.22","0.02","12,675,351.22","406,001.00","31.22","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"RZLV","REZOLVE AI PLC","Information Technology","Equity","12,667,123.84","0.02","12,667,123.84","4,413,632.00","2.87","United Kingdom","NASDAQ","USD","1.00","USD","-"
"ALMS","ALUMIS INC","Health Care","Equity","12,658,644.72","0.02","12,658,644.72","1,413,584.00","8.96","United States","NASDAQ","USD","1.00","USD","-"
"OXM","OXFORD INDUSTRIES INC","Consumer Discretionary","Equity","12,642,431.95","0.02","12,642,431.95","352,255.00","35.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TALK","TALKSPACE INC","Health Care","Equity","12,633,841.35","0.02","12,633,841.35","3,599,385.00","3.51","United States","NASDAQ","USD","1.00","USD","-"
"SENEA","SENECA FOODS CORP CLASS A","Consumer Staples","Equity","12,632,087.72","0.02","12,632,087.72","116,726.00","108.22","United States","NASDAQ","USD","1.00","USD","-"
"SLDE","SLIDE INSURANCE HOLDINGS INC","Financials","Equity","12,600,718.08","0.02","12,600,718.08","678,918.00","18.56","United States","NASDAQ","USD","1.00","USD","-"
"BDN","BRANDYWINE REALTY TRUST REIT","Real Estate","Equity","12,577,493.15","0.02","12,577,493.15","4,263,557.00","2.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOP","KOPPERS HOLDINGS INC","Materials","Equity","12,579,838.95","0.02","12,579,838.95","471,685.00","26.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPFI","SOUTH PLAINS FINANCIAL INC","Financials","Equity","12,553,466.64","0.02","12,553,466.64","327,938.00","38.28","United States","NASDAQ","USD","1.00","USD","-"
"DFH","DREAM FINDERS HOMES INC CLASS A","Consumer Discretionary","Equity","12,554,535.80","0.02","12,554,535.80","732,470.00","17.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IHRT","IHEARTMEDIA INC CLASS A","Communication","Equity","12,524,206.15","0.02","12,524,206.15","3,017,881.00","4.15","United States","NASDAQ","USD","1.00","USD","-"
"RES","RPC INC","Energy","Equity","12,491,468.15","0.02","12,491,468.15","2,258,855.00","5.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRGE","FORGE GLOBAL HOLDINGS INC","Financials","Equity","12,484,271.45","0.02","12,484,271.45","280,861.00","44.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANGO","ANGIODYNAMICS INC","Health Care","Equity","12,405,921.80","0.02","12,405,921.80","978,385.00","12.68","United States","NASDAQ","USD","1.00","USD","-"
"FMNB","FARMERS NATIONAL BANC CORP","Financials","Equity","12,366,843.80","0.02","12,366,843.80","931,940.00","13.27","United States","NASDAQ","USD","1.00","USD","-"
"AVO","MISSION PRODUCE INC","Consumer Staples","Equity","12,349,224.66","0.02","12,349,224.66","1,066,427.00","11.58","United States","NASDAQ","USD","1.00","USD","-"
"EU","ENCORE ENERGY CORP","Energy","Equity","12,333,967.84","0.02","12,333,967.84","4,534,547.00","2.72","United States","NASDAQ","USD","1.00","USD","-"
"TCBX","THIRD COAST BANCSHARES INC","Financials","Equity","12,295,829.86","0.02","12,295,829.86","328,502.00","37.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYTS","LSI INDUSTRIES INC","Industrials","Equity","12,275,660.69","0.02","12,275,660.69","664,627.00","18.47","United States","NASDAQ","USD","1.00","USD","-"
"CMCO","COLUMBUS MCKINNON CORP","Industrials","Equity","12,252,110.40","0.02","12,252,110.40","712,332.00","17.20","United States","NASDAQ","USD","1.00","USD","-"
"ABSI","ABSCI CORP","Health Care","Equity","12,189,919.49","0.02","12,189,919.49","3,376,709.00","3.61","United States","NASDAQ","USD","1.00","USD","-"
"DC","DAKOTA GOLD CORP","Materials","Equity","12,179,469.88","0.02","12,179,469.88","2,222,531.00","5.48","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SABR","SABRE CORP","Consumer Discretionary","Equity","12,182,105.74","0.02","12,182,105.74","9,159,478.00","1.33","United States","NASDAQ","USD","1.00","USD","-"
"AVNS","AVANOS MEDICAL INC","Health Care","Equity","12,170,883.40","0.02","12,170,883.40","1,088,630.00","11.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RUSHB","RUSH ENTERPRISES INC CLASS B","Industrials","Equity","12,151,511.04","0.02","12,151,511.04","220,776.00","55.04","United States","NASDAQ","USD","1.00","USD","-"
"FSUN","FIRSTSUN CAPITAL BANCORP","Financials","Equity","12,103,132.24","0.02","12,103,132.24","320,104.00","37.81","United States","NASDAQ","USD","1.00","USD","-"
"REAX","REAL BROKERAGE INC","Real Estate","Equity","12,070,030.59","0.02","12,070,030.59","3,271,011.00","3.69","Canada","NASDAQ","USD","1.00","USD","-"
"FLY","FIREFLY AEROSPACE INC","Industrials","Equity","12,076,590.24","0.02","12,076,590.24","508,274.00","23.76","United States","NASDAQ","USD","1.00","USD","-"
"VREX","VAREX IMAGING CORP","Health Care","Equity","12,024,815.45","0.02","12,024,815.45","1,032,173.00","11.65","United States","NASDAQ","USD","1.00","USD","-"
"FOR","FORESTAR GROUP INC","Real Estate","Equity","11,990,562.56","0.02","11,990,562.56","493,033.00","24.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIC","FLUSHING FINANCIAL CORP","Financials","Equity","11,988,578.72","0.02","11,988,578.72","791,848.00","15.14","United States","NASDAQ","USD","1.00","USD","-"
"TK","TEEKAY CORPORATION CORP LTD","Energy","Equity","11,960,749.08","0.02","11,960,749.08","1,356,094.00","8.82","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEVA","AEVA TECHNOLOGIES INC","Information Technology","Equity","11,962,011.75","0.02","11,962,011.75","938,197.00","12.75","United States","NASDAQ","USD","1.00","USD","-"
"BXC","BLUELINX HOLDINGS INC","Industrials","Equity","11,939,440.50","0.02","11,939,440.50","196,534.00","60.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALX","ALEXANDERS REIT INC","Real Estate","Equity","11,924,587.10","0.02","11,924,587.10","54,485.00","218.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODC","OIL DRI CORPORATION OF AMERICA","Consumer Staples","Equity","11,920,734.90","0.02","11,920,734.90","246,042.00","48.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCKT","HACKETT GROUP INC","Information Technology","Equity","11,910,563.80","0.02","11,910,563.80","609,236.00","19.55","United States","NASDAQ","USD","1.00","USD","-"
"NUS","NU SKIN ENTERPRISES INC CLASS A","Consumer Staples","Equity","11,914,552.68","0.02","11,914,552.68","1,229,572.00","9.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GOOD","GLADSTONE COMMERCIAL REIT CORP","Real Estate","Equity","11,899,438.59","0.02","11,899,438.59","1,102,821.00","10.79","United States","NASDAQ","USD","1.00","USD","-"
"HELE","HELEN OF TROY LTD","Consumer Discretionary","Equity","11,881,170.36","0.02","11,881,170.36","576,476.00","20.61","United States","NASDAQ","USD","1.00","USD","-"
"FULC","FULCRUM THERAPEUTICS INC","Health Care","Equity","11,870,837.16","0.02","11,870,837.16","1,087,073.00","10.92","United States","NASDAQ","USD","1.00","USD","-"
"VPG","VISHAY PRECISION GROUP INC","Information Technology","Equity","11,842,645.04","0.02","11,842,645.04","301,493.00","39.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIP","ARTERIS INC","Information Technology","Equity","11,838,011.18","0.02","11,838,011.18","759,821.00","15.58","United States","NASDAQ","USD","1.00","USD","-"
"CRNC","CERENCE INC","Information Technology","Equity","11,830,006.92","0.02","11,830,006.92","1,023,357.00","11.56","United States","NASDAQ","USD","1.00","USD","-"
"MAMA","MAMAS CREATIONS INC","Consumer Staples","Equity","11,817,748.47","0.02","11,817,748.47","913,979.00","12.93","United States","NASDAQ","USD","1.00","USD","-"
"MH","MCGRAW HILL INC","Consumer Discretionary","Equity","11,769,939.90","0.02","11,769,939.90","719,874.00","16.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEVO","GEVO INC","Energy","Equity","11,766,971.32","0.02","11,766,971.32","5,712,122.00","2.06","United States","NASDAQ","USD","1.00","USD","-"
