iShares Russell 2000 ETF
Fund Holdings as of,"Jan 02, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"299,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PANL","PANGAEA LOGISTICS SOLUTIONS LTD","Industrials","Equity","4,923,694.40","0.01","4,923,694.40","737,080.00","6.68","United States","NASDAQ","USD","1.00","USD","-"
"ALTI","ALTI GLOBAL INC CLASS A","Financials","Equity","4,894,128.03","0.01","4,894,128.03","1,039,093.00","4.71","United States","NASDAQ","USD","1.00","USD","-"
"RMNI","RIMINI STREET INC","Information Technology","Equity","4,866,511.80","0.01","4,866,511.80","1,280,661.00","3.80","United States","NASDAQ","USD","1.00","USD","-"
"LOVE","LOVESAC COMPANY","Consumer Discretionary","Equity","4,854,034.88","0.01","4,854,034.88","336,152.00","14.44","United States","NASDAQ","USD","1.00","USD","-"
"KINS","KINGSTONE COMPANIES INC","Financials","Equity","4,837,073.58","0.01","4,837,073.58","297,483.00","16.26","United States","NASDAQ","USD","1.00","USD","-"
"BETR","BETTER HOME FINANCE HOLDING CLASS","Financials","Equity","4,841,053.74","0.01","4,841,053.74","139,351.00","34.74","United States","NASDAQ","USD","1.00","USD","-"
"OABI","OMNIAB INC","Health Care","Equity","4,808,953.52","0.01","4,808,953.52","2,557,954.00","1.88","United States","NASDAQ","USD","1.00","USD","-"
"NGNE","NEUROGENE INC","Health Care","Equity","4,810,498.56","0.01","4,810,498.56","238,616.00","20.16","United States","NASDAQ","USD","1.00","USD","-"
"USCB","USCB FINANCIAL HOLDINGS INC CLASS","Financials","Equity","4,802,023.88","0.01","4,802,023.88","263,775.00","18.20","United States","NASDAQ","USD","1.00","USD","-"
"VYGR","VOYAGER THERAPEUTICS INC","Health Care","Equity","4,793,930.83","0.01","4,793,930.83","1,189,561.00","4.03","United States","NASDAQ","USD","1.00","USD","-"
"MFIN","MEDALLION FINANCIAL CORP","Financials","Equity","4,785,129.36","0.01","4,785,129.36","470,052.00","10.18","United States","NASDAQ","USD","1.00","USD","-"
"SLQT","SELECTQUOTE INC","Financials","Equity","4,783,726.27","0.01","4,783,726.27","3,491,771.00","1.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VABK","VIRGINIA NATIONAL BANKSHARES CORP","Financials","Equity","4,775,527.68","0.01","4,775,527.68","120,351.00","39.68","United States","NASDAQ","USD","1.00","USD","-"
"LDI","LOANDEPOT INC CLASS A","Financials","Equity","4,767,789.51","0.01","4,767,789.51","2,281,239.00","2.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAW","CS DISCO INC","Information Technology","Equity","4,769,017.00","0.01","4,769,017.00","653,290.00","7.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BPRN","PRINCETON BANCORP INC","Financials","Equity","4,733,692.16","0.01","4,733,692.16","140,216.00","33.76","United States","NASDAQ","USD","1.00","USD","-"
"TG","TREDEGAR CORP","Materials","Equity","4,733,738.56","0.01","4,733,738.56","643,171.00","7.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNXP","TONIX PHARMACEUTICALS HOLDING CORP","Health Care","Equity","4,687,489.60","0.01","4,687,489.60","283,232.00","16.55","United States","NASDAQ","USD","1.00","USD","-"
"OLPX","OLAPLEX HOLDINGS INC","Consumer Staples","Equity","4,666,470.75","0.01","4,666,470.75","3,456,645.00","1.35","United States","NASDAQ","USD","1.00","USD","-"
"UIS","UNISYS CORP","Information Technology","Equity","4,632,274.40","0.01","4,632,274.40","1,781,644.00","2.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EDIT","EDITAS MEDICINE INC","Health Care","Equity","4,629,603.15","0.01","4,629,603.15","2,258,343.00","2.05","United States","NASDAQ","USD","1.00","USD","-"
"IMMR","IMMERSION CORP","Information Technology","Equity","4,616,873.01","0.01","4,616,873.01","720,261.00","6.41","United States","NASDAQ","USD","1.00","USD","-"
"ASPN","ASPEN AEROGELS INC","Materials","Equity","4,617,240.29","0.01","4,617,240.29","1,597,661.00","2.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QSI","QUANTUM SI INC CLASS A","Health Care","Equity","4,602,271.00","0.01","4,602,271.00","3,967,475.00","1.16","United States","NASDAQ","USD","1.00","USD","-"
"KRT","KARAT PACKAGING INC","Industrials","Equity","4,591,867.53","0.01","4,591,867.53","205,269.00","22.37","United States","NASDAQ","USD","1.00","USD","-"
"EVC","ENTRAVISION COMMUNICATIONS CORP CL","Communication","Equity","4,574,055.00","0.01","4,574,055.00","1,524,685.00","3.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WYFI","WHITEFIBER INC","Information Technology","Equity","4,564,935.54","0.01","4,564,935.54","271,238.00","16.83","United States","NASDAQ","USD","1.00","USD","-"
"TARA","PROTARA THERAPEUTICS INC","Health Care","Equity","4,521,491.88","0.01","4,521,491.88","840,426.00","5.38","United States","NASDAQ","USD","1.00","USD","-"
"NNOX","NANO X IMAGING LTD","Health Care","Equity","4,524,154.03","0.01","4,524,154.03","1,598,641.00","2.83","Israel","NASDAQ","USD","1.00","USD","-"
"BNTC","BENITEC BIOPHARMA INC","Health Care","Equity","4,506,952.79","0.01","4,506,952.79","358,121.00","12.59","United States","NASDAQ","USD","1.00","USD","-"
"PEBK","PEOPLES BANCORP OF NORTH CAROLINA","Financials","Equity","4,507,923.27","0.01","4,507,923.27","126,237.00","35.71","United States","NASDAQ","USD","1.00","USD","-"
"PAYS","PAYSIGN INC","Financials","Equity","4,497,152.64","0.01","4,497,152.64","906,684.00","4.96","United States","NASDAQ","USD","1.00","USD","-"
"FC","FRANKLIN COVEY","Industrials","Equity","4,478,289.92","0.01","4,478,289.92","269,128.00","16.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QUAD","QUAD GRAPHICS INC CLASS A","Industrials","Equity","4,479,812.12","0.01","4,479,812.12","771,052.00","5.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRUE","TRUECAR INC","Communication","Equity","4,462,291.09","0.01","4,462,291.09","1,965,767.00","2.27","United States","NASDAQ","USD","1.00","USD","-"
"EVCM","EVERCOMMERCE INC","Information Technology","Equity","4,430,349.00","0.01","4,430,349.00","383,580.00","11.55","United States","NASDAQ","USD","1.00","USD","-"
"NC","NACCO INDUSTRIES INC CLASS A","Energy","Equity","4,408,849.18","0.01","4,408,849.18","92,062.00","47.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRMT","AMERICAS CAR MART INC","Consumer Discretionary","Equity","4,390,320.34","0.01","4,390,320.34","180,746.00","24.29","United States","NASDAQ","USD","1.00","USD","-"
"ELMD","ELECTROMED INC","Health Care","Equity","4,394,752.89","0.01","4,394,752.89","160,451.00","27.39","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SKYH","SKY HARBOUR GROUP CORP CLASS A","Industrials","Equity","4,396,407.84","0.01","4,396,407.84","493,424.00","8.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACH","ACCENDRA HEALTH INC","Health Care","Equity","4,388,918.00","0.01","4,388,918.00","1,891,775.00","2.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCAP","FIRST CAPITAL INC","Financials","Equity","4,376,834.51","0.01","4,376,834.51","75,113.00","58.27","United States","NASDAQ","USD","1.00","USD","-"
"DSP","VIANT TECHNOLOGY INC CLASS A","Information Technology","Equity","4,370,172.40","0.01","4,370,172.40","376,739.00","11.60","United States","NASDAQ","USD","1.00","USD","-"
"FCCO","FIRST COMMUNITY CORP","Financials","Equity","4,370,356.26","0.01","4,370,356.26","150,858.00","28.97","United States","NASDAQ","USD","1.00","USD","-"
"FBYD","FALCON S BEYOND GLOBAL INC CLASS A","Industrials","Equity","4,366,670.25","0.01","4,366,670.25","306,433.00","14.25","United States","NASDAQ","USD","1.00","USD","-"
"FENC","FENNEC PHARMACEUTICALS INC","Health Care","Equity","4,318,264.32","0.01","4,318,264.32","562,274.00","7.68","United States","NASDAQ","USD","1.00","USD","-"
"DOUG","DOUGLAS ELLIMAN INC","Real Estate","Equity","4,285,369.44","0.01","4,285,369.44","1,879,548.00","2.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RZLT","REZOLUTE INC","Health Care","Equity","4,279,421.27","0.01","4,279,421.27","1,976,638.00","2.17","United States","NASDAQ","USD","1.00","USD","-"
"WEYS","WEYCO GROUP INC","Consumer Discretionary","Equity","4,259,454.21","0.01","4,259,454.21","140,437.00","30.33","United States","NASDAQ","USD","1.00","USD","-"
"INBK","FIRST INTERNET BANCORP","Financials","Equity","4,263,005.52","0.01","4,263,005.52","208,664.00","20.43","United States","NASDAQ","USD","1.00","USD","-"
"OSUR","ORASURE TECHNOLOGIES INC","Health Care","Equity","4,263,967.54","0.01","4,263,967.54","1,791,583.00","2.38","United States","NASDAQ","USD","1.00","USD","-"
"CATX","PERSPECTIVE THERAPEUTICS INC","Health Care","Equity","4,254,710.94","0.01","4,254,710.94","1,524,986.00","2.79","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SNDA","SONIDA SENIOR LIVING INC","Health Care","Equity","4,248,797.38","0.01","4,248,797.38","133,066.00","31.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EGAN","EGAIN CORP","Information Technology","Equity","4,234,791.36","0.01","4,234,791.36","410,348.00","10.32","United States","NASDAQ","USD","1.00","USD","-"
"MG","MISTRAS GROUP INC","Industrials","Equity","4,196,377.24","0.01","4,196,377.24","324,797.00","12.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHR","BRAEMAR HOTELS RESORTS INC","Real Estate","Equity","4,163,845.40","0.01","4,163,845.40","1,455,890.00","2.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FHTX","FOGHORN THERAPEUTICS INC","Health Care","Equity","4,159,110.30","0.01","4,159,110.30","801,370.00","5.19","United States","NASDAQ","USD","1.00","USD","-"
"JAKK","JAKKS PACIFIC INC","Consumer Discretionary","Equity","4,154,755.50","0.01","4,154,755.50","241,275.00","17.22","United States","NASDAQ","USD","1.00","USD","-"
"CRDF","CARDIFF ONCOLOGY INC","Health Care","Equity","4,143,995.38","0.01","4,143,995.38","1,557,893.00","2.66","United States","NASDAQ","USD","1.00","USD","-"
"LVWR","LIVEWIRE GROUP INC","Consumer Discretionary","Equity","4,133,579.45","0.01","4,133,579.45","908,479.00","4.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LPRO","OPEN LENDING CORP","Financials","Equity","4,126,019.04","0.01","4,126,019.04","2,644,884.00","1.56","United States","NASDAQ","USD","1.00","USD","-"
"TSSI","TSS INC","Information Technology","Equity","4,132,075.39","0.01","4,132,075.39","537,331.00","7.69","United States","NASDAQ","USD","1.00","USD","-"
"WTI","W AND T OFFSHORE INC","Energy","Equity","4,093,004.79","0.01","4,093,004.79","2,542,239.00","1.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LRMR","LARIMAR THERAPEUTICS INC","Health Care","Equity","4,087,229.72","0.01","4,087,229.72","1,177,876.00","3.47","United States","NASDAQ","USD","1.00","USD","-"
"BRT","BRT APARTMENTS CORP","Real Estate","Equity","4,088,492.70","0.01","4,088,492.70","282,745.00","14.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKKT","BAKKT HOLDINGS INC CLASS A","Financials","Equity","4,074,513.75","0.01","4,074,513.75","362,179.00","11.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPAA","MOTORCAR PARTS OF AMERICA INC","Consumer Discretionary","Equity","4,051,434.96","0.01","4,051,434.96","327,786.00","12.36","United States","NASDAQ","USD","1.00","USD","-"
"RGP","RESOURCES CONNECTION INC","Industrials","Equity","4,038,782.95","0.01","4,038,782.95","799,759.00","5.05","United States","NASDAQ","USD","1.00","USD","-"
"SKYX","SKYX PLATFORMS CORP","Industrials","Equity","4,039,867.20","0.01","4,039,867.20","1,683,278.00","2.40","United States","NASDAQ","USD","1.00","USD","-"
"OPBK","OP BANCORP","Financials","Equity","4,043,155.80","0.01","4,043,155.80","289,210.00","13.98","United States","NASDAQ","USD","1.00","USD","-"
"AVR","ANTERIS TECHNOLOGIES GLOBAL CORP","Health Care","Equity","4,030,783.80","0.01","4,030,783.80","819,265.00","4.92","United States","NASDAQ","USD","1.00","USD","-"
"TLSI","TRISALUS LF SC CM A","Health Care","Equity","3,998,635.40","0.01","3,998,635.40","655,514.00","6.10","United States","NASDAQ","USD","1.00","USD","-"
"SATL","SATELLOGIC INC CLASS A","Industrials","Equity","3,987,257.40","0.01","3,987,257.40","2,034,315.00","1.96","United States","NASDAQ","USD","1.00","USD","-"
"MDWD","MEDIWOUND LTD","Health Care","Equity","3,990,840.36","0.01","3,990,840.36","216,658.00","18.42","Israel","NASDAQ","USD","1.00","USD","-"
"GCBC","GREENE COUNTY BANCORP INC","Financials","Equity","3,979,381.76","0.01","3,979,381.76","182,876.00","21.76","United States","NASDAQ","USD","1.00","USD","-"
"MXCT","MAXCYTE INC","Health Care","Equity","3,979,697.85","0.01","3,979,697.85","2,567,547.00","1.55","United States","NASDAQ","USD","1.00","USD","-"
"CMT","CORE MOLDING TECHNOLOGIES INC","Materials","Equity","3,974,646.62","0.01","3,974,646.62","204,247.00","19.46","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ARCT","ARCTURUS THERAPEUTICS HOLDINGS INC","Health Care","Equity","3,960,068.75","0.01","3,960,068.75","633,611.00","6.25","United States","NASDAQ","USD","1.00","USD","-"
"SKIN","BEAUTY HEALTH COMPANY CLASS A CLAS","Consumer Staples","Equity","3,964,017.40","0.01","3,964,017.40","2,831,441.00","1.40","United States","NASDAQ","USD","1.00","USD","-"
"SNBR","SLEEP NUMBER CORP","Consumer Discretionary","Equity","3,956,253.35","0.01","3,956,253.35","460,565.00","8.59","United States","NASDAQ","USD","1.00","USD","-"
"MRBK","MERIDIAN CORP","Financials","Equity","3,957,048.32","0.01","3,957,048.32","231,136.00","17.12","United States","NASDAQ","USD","1.00","USD","-"
"INGN","INOGEN INC","Health Care","Equity","3,915,160.86","0.01","3,915,160.86","590,522.00","6.63","United States","NASDAQ","USD","1.00","USD","-"
"BZAI","BLAIZE HOLDINGS INC","Information Technology","Equity","3,903,208.56","0.01","3,903,208.56","1,885,608.00","2.07","United States","NASDAQ","USD","1.00","USD","-"
"HCAT","HEALTH CATALYST INC","Health Care","Equity","3,897,192.60","0.01","3,897,192.60","1,709,295.00","2.28","United States","NASDAQ","USD","1.00","USD","-"
"BBCP","CONCRETE PUMPING HOLDINGS INC","Industrials","Equity","3,887,337.68","0.01","3,887,337.68","561,754.00","6.92","United States","NASDAQ","USD","1.00","USD","-"
"AARD","AARDVARK THERAPEUTICS INC","Health Care","Equity","3,880,181.44","0.01","3,880,181.44","294,176.00","13.19","United States","NASDAQ","USD","1.00","USD","-"
"LNKB","LINKBANCORP INC","Financials","Equity","3,875,221.35","0.01","3,875,221.35","473,165.00","8.19","United States","NASDAQ","USD","1.00","USD","-"
"STRS","STRATUS PROPERTIES INC","Real Estate","Equity","3,851,107.96","0.01","3,851,107.96","160,396.00","24.01","United States","NASDAQ","USD","1.00","USD","-"
"AII","AMERICAN INTEGRITY INSURANCE GROUP","Financials","Equity","3,854,723.06","0.01","3,854,723.06","191,017.00","20.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGCO","RGC RESOURCES INC","Utilities","Equity","3,834,901.40","0.01","3,834,901.40","179,201.00","21.40","United States","NASDAQ","USD","1.00","USD","-"
"PRTH","PRIORITY TECHNOLOGY HOLDINGS INC","Financials","Equity","3,839,380.16","0.01","3,839,380.16","721,688.00","5.32","United States","NASDAQ","USD","1.00","USD","-"
"CURI","CURIOSITYSTREAM INC CLASS A","Communication","Equity","3,818,264.96","0.01","3,818,264.96","1,015,496.00","3.76","United States","NASDAQ","USD","1.00","USD","-"
"SAMG","SILVERCREST ASSET MANAGEMENT GROUP","Financials","Equity","3,818,861.20","0.01","3,818,861.20","247,978.00","15.40","United States","NASDAQ","USD","1.00","USD","-"
"FXNC","FIRST NATIONAL CORP","Financials","Equity","3,815,331.96","0.01","3,815,331.96","155,474.00","24.54","United States","NASDAQ","USD","1.00","USD","-"
"FSFG","FIRST SAVINGS FINANCIAL GROUP INC","Financials","Equity","3,772,599.15","0.01","3,772,599.15","118,542.00","31.82","United States","NASDAQ","USD","1.00","USD","-"
"HWBK","HAWTHORN BANCSHARES INC","Financials","Equity","3,758,500.90","0.01","3,758,500.90","111,034.00","33.85","United States","NASDAQ","USD","1.00","USD","-"
"PBFS","PIONEER BANCORP INC","Financials","Equity","3,746,631.90","0.01","3,746,631.90","281,490.00","13.31","United States","NASDAQ","USD","1.00","USD","-"
"POWW","OUTDOOR HOLDING","Consumer Discretionary","Equity","3,707,884.30","0.01","3,707,884.30","2,220,290.00","1.67","United States","NASDAQ","USD","1.00","USD","-"
"CHRS","COHERUS ONCOLOGY INC","Health Care","Equity","3,687,698.87","0.01","3,687,698.87","2,691,751.00","1.37","United States","NASDAQ","USD","1.00","USD","-"
"TCX","TUCOWS INC","Information Technology","Equity","3,644,797.41","0.00","3,644,797.41","165,447.00","22.03","United States","NASDAQ","USD","1.00","USD","-"
"TTGT","TECHTARGET INC","Communication","Equity","3,647,760.71","0.00","3,647,760.71","705,563.00","5.17","United States","NASDAQ","USD","1.00","USD","-"
"BALY","BALLY S CORP","Consumer Discretionary","Equity","3,648,353.28","0.00","3,648,353.28","219,252.00","16.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RSVR","RESERVOIR MEDIA INC","Communication","Equity","3,649,327.44","0.00","3,649,327.44","487,878.00","7.48","United States","NASDAQ","USD","1.00","USD","-"
"WEST","WESTROCK COFFEE","Consumer Staples","Equity","3,615,128.66","0.00","3,615,128.66","888,238.00","4.07","United States","NASDAQ","USD","1.00","USD","-"
"LEGH","LEGACY HOUSING CORP","Consumer Discretionary","Equity","3,606,784.00","0.00","3,606,784.00","186,880.00","19.30","United States","NASDAQ","USD","1.00","USD","-"
"MASS","908 DEVICES INC","Information Technology","Equity","3,608,601.31","0.00","3,608,601.31","708,959.00","5.09","United States","NASDAQ","USD","1.00","USD","-"
"EFSI","EAGLE FINANCIAL SERVICES INC","Financials","Equity","3,599,412.72","0.00","3,599,412.72","91,263.00","39.44","United States","NASDAQ","USD","1.00","USD","-"
"HUMA","HUMACYTE INC","Health Care","Equity","3,585,430.88","0.00","3,585,430.88","3,677,365.00","0.97","United States","NASDAQ","USD","1.00","USD","-"
"AMBQ","AMBIQ MICRO INC","Information Technology","Equity","3,581,967.70","0.00","3,581,967.70","118,022.00","30.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LE","LAND END INC","Consumer Discretionary","Equity","3,576,257.03","0.00","3,576,257.03","245,117.00","14.59","United States","NASDAQ","USD","1.00","USD","-"
